,Title,Text
27,SIG Raih Tiga Penghargaan dalam Ajang TOP CSR Awards 2021,"PT Semen Indonesia (Persero) Tbk (SIG) berhasil meraih tiga penghargaan dalam ajang TOP CSR Awards 2021 yang diselenggarakan oleh Majalah Top Business. SIG meraih penghargaan kategori TOP CSR Awards 2021 on Star 4, TOP CSR Awards 2021 #Program CSR Penanganan Pandemi Covid 19 dan 'Top Leader on CSR Commitment 2021' untuk Direktur Utama SIG, Hendi Prio Santoso.



Penghargaan diterima oleh Corporate Secretary SIG, Vita Mahreyni, pada acara puncak penganugerahan TOP CSR Awards 2021 di Jakarta, Kamis (22/4).



Direktur Utama SIG, Hendi Prio Santoso mengatakan, penghargaan ini merupakan apresiasi atas komitmen SIG dalam menjalankan inisiatif sustainability di seluruh lini bisnis dan operasional perusahaan. ""SIG berkomitmen menjalankan praktik bisnis melalui implementasi Corporate Social Responsibility (CSR) yang mengadopsi CSV (Creating Shared Value) dan ISO 26000 demi terwujudnya tujuan pembangunan berkelanjutan,"" kata Hendi Prio Santoso.



Hendi Prio Santoso menjelaskan, penghargaan ini merupakan bentuk apresiasi sekaligus motivasi bagi pihaknya untuk menjalankan program CSR yang sejalan dengan tujuan pembangunan berkelanjutan (SDGs) dan memberikan manfaat positif bagi masyarakat.



Kategori penghargaan TOP CSR Awards 2021 untuk perusahaan/organisasi ini, diklasifikasikan dalam 5 tingkatan Level Star/Bintang, yang dinilai berdasarkan kriteria, keselarasan CSR dengan strategi bisnis & penerapan CSV (Creating Shared Value), program CSR unggulan di masa pandemi Covid-19, tingkat adopsi CSR terhadap ISO 26000 social responsibility serta kebijakan dan sistem tata kelola CSR. (RO/OL-10)"
28,Sido Muncul Sumbang Korban Banjir Bandang NTT,"BANJIR bandang bandang yang melanda Kabupaten Flores Timur, Nusa Tenggara Timur (NTT), pada Minggu (4/4), telah menelan ratusan korban jiwa dan menyebabkan kerugian materiil. Dilansir dari Badan Nasional Penanggulanan Bencana (BNPB), hingga Selasa (6/4), pukul 21.00 WITA, ada 117 orang meninggal dunia dan 76 orang hilang di NTT.

Untuk membantu para korban tersebut PT Industri Jamu Dan Farmasi Sido Muncul, Tbk menyumbangkan dana senilai Rp650.000.000. Bantuan disalurkan melalui Benihbaik.com, Komunitas Muslim NTT Aisyiyah Muhamadiyah, Keuskupan Larantuka, dan Keuskupan Atambua.

Baca juga: Peneliti UGM: Potensi Siklon Tinggi, Galakkan Sosialisasi Bencana

""Saya prihatin karena bencana ini hadir di tengah pandemi covid-19 dan masyarakat NTT yang sedang merayakan Paskah,"" ujar Direktur Sido Muncul, Irwan Hidayat, di Jakarta kemarin.

Secara simbolis, bantuan senilai Rp200 juta diserahkan kepada Perwakilan Benihbaik.com Don Bosco Selamun dan Denny Ramelan. Selain itu, Irwan juga menyerahkan bantuan kepada Sektretris Lembaga Lingkungan dan Penanggulangan Bencana Pimpinan Pusat Aisyiyah, Tri Lestari Masduki, sebesar Rp150 juta, ke Keuskupan Larantuka sebesar Rp150 juta, dan dan Perwakilan Keuskupan Atambua juga senilai Rp150juta.

""Saya senang bisa membantu. Melalui bantuan ini, kami berharap dapat membantu mengurangi beban masyarakat di sana yang sedang mengalami bencana. Para distributor Sido Muncul yang berada disana juga ikut menyumbang berupa produk-produk kesehatan. Karena di saat ini masyarakat korban bencana butuh stamina yang kuat,"" tambahnya.

Irwan mengatakan bantuan untuk kepada Aisyiyah diberikan, karena ia melihat sekolah TK Muhamadiyah dipakai untuk menampung sejumlah pengungsi.

""Saya kira di Flores Timur itu orang Katolik semua, ternyata ada muslimnya juga. Ini menunjukkan keberagaman,"" katanya lagi.

Sementara itu, Don Bosco yang juga Dirut Metro TV mengatakan, semua bantuan yang masuk melalui Benihbaik.com pasti disalurkan.

""Kami diaudit oleh akuntan publik, dan orang-orang kami di lapangan sudah tahu apa yang dibutuhkan oleh para korban bencana,"" ujarnya.

Baca juga: Bupati Lembata Tetapkan Status Tanggap Darurat Bencana

Lestari menambahkan, bantuan yang diterimanya akan disampaikan ke Komunitas Muslim NNT Aisyiyah.

""Akan kami pergunakan untuk keperluan anak-anak dan perempuan. Itulah tugas organisasi kami. Kalau yang berat-berat itu akan dikerjakan oleh Lembaga Penanggulangan Bencana Muhammadiyah (Muhammadiyah Disaster Management Center/MDMC),"" ujar Lestari. (RO/OL-6)

"
29,Alhamdulillah Kami Bisa Tinggal di Rumah Lagi,"MEDIA Group Peduli terus melanjutkan pembangunan huntara atau perbaikan rumah korban terdampak gempa di Kabupaten Mamuju dan Majene, Sulawesi Barat. Pembangunan yang dilakukan saat ini merupakan donasi dari BenihBaik.com bersama Asosiasi Asuransi Jiwa Indonesia atau AAJI.

Salah satu penerima manfaat di Desa Botteng Utara, Mujar mengakui bantuan dari Media Group Peduli yang diberikan sangat membantu mereka untuk kembali ke rumahnya masing-masing. Rumah mereka yang rusak berat akibat gempa, kini sudah diperbaiki dan dihuni. Warga pun bisa beraktivitas kembali.

""Sangat bersyukur sekali. Kami berterima kasih. Sejak gempa terjadi kami tidak bisa lagi tidur di rumah. Kami harus mengungsi dan tidur di bawah terpal, karena rumah kami hancur. Tapi Alhamdulillah dengan adanya bantuan dari Media Group Peduli, kami sudah pulang ke rumah dan bisa tinggal lagi di rumah,"" kata Mujar, Senin (15/3).

Hingga kini, Media Group Peduli turut membantu upaya pemulihan korban gempa di Sulawesi Barat. Upaya pemulihan melalui pembangunan hunian sementara atau perbaikan rumah warga yang rusak akibat gempa, telah memasuki tahap ke empat.

Media Group Peduli telah menyalurkan logistik bahan bangunan berupa atap dan dinding serta kebutuhan lainnya. Material tersebut didistribusikan ke Desa Botteng Utara, Kecamatan Simboro, Kabupaten Mamuju.

Sebelumnya, Media Group Peduli telah mendampingi warga membangun huntara dan memperbaiki rumah mereka yang dikerjakan secara gotong-royong. Huntara dan perbaikan rumah tersebut dibangun di sejumlah lokasi terdampak gempa di Sulawesi Barat.

baca juga: Media Group Kembalikan Pengungsi Sulbar ke Rumahnya

Sejak tahap pertama hingga tahap ke tiga, Media Group Peduli bersama masyarakat terdampak gempa telah membangun 102 hunian, dari donasi yang diberikan BenihBaik.com dan Sido Muncul. Di antaranya 37 berada di Kecamatan Simboro dan Tapalang, di Kabupaten Mamuju, serta 65 hunian di Kecamatan Malunda, Kabupaten Majene. (OL-3)"
30,Sogo Kembali Ajak Berdonasi untuk Puskesmas,"Sogo Indonesia Departement Store, salah satu perusahaan retail terbesar di Indonesia kembali mengajak para pelanggan dan pengunjung untuk berdonasi. Akhir tahun lalu, Sogo berhasil mengumpulkan donasi sebesar Rp2,2 miliar yang kemudian disalurkan untuk memberi bantuan nutrisi kepada 3.500 anak-anak di Medan, Jakarta, Lembang, Semarang, Tabanan dan Flores.

Kali ini Sogo kembali menggalang dana bersama dengan crowfunding tepercaya BenihBaik.com untuk membeli alat pelindung diri (APD), Masker dan PCR (Polymerase Chain Reaction) yang merupakan metode pemeriksaan virus SARS CoV-2 dengan mendeteksi DNA virus. APD dan perlengkapan PCR ini akan disebarkan di banyak titik puskemas yang ada di Indonesia. Keduanya merupakan kebutuhan paling penting dalam penanganan pandemi sekaligus membutuhkan biaya yang sangat besar.

""Kecepatan dan ketepatan merupakan kunci penting dalam memerangi pandemi ini, sebagai leading department store di Indonesia, Sogo bekerja sama dengan Benih Baik untuk saling bersinergi dalam melakukan donasi untuk memberikan bantuan alat-alat kesehatan. Dengan adanya bantuan ini diharapkan dapat memberikan manfaat bagi para petugas di puskesmas terpencil, dan membangkitkan semangat kepada seluruh masyarakat untuk saling bekerja sama dalam memerangi virus Covid-19,” ujar Melissa Ann Tjahyadikarta selaku Corporate Communication & Partnership General Manager dari Sogo Department Store Indonesia.

Penggalangan dana ini mulai dibuka pada 15 Januari hingga 5 April 2021. Siapapun diundang untuk terlibat karena untuk menghentikan laju pandemi, semua stakeholders harus bahu membahu. Bagi para pelanggan dan pengunjung Sogo, tentunya hal ini semakin mudah karena bisa dilakukan di seluruh store Sogo di 19 kota termasuk di antaranya Jakarta, Bandung, Surabaya, Bali, Medan, Samarinda, dan Balikpapan. Donasi bisa diberikan mulai dari Rp50.000 saat bertransaksi di kasir Sogo.

""Terima Kasih kepada Sogo Indonesia Departement Store yang kali kedua terlibat bekerja sama dengan BenihBaik.com dan terlebih karena kepeduliannya kepada sesama. Jika tahun lalu adalah untuk kebutuhan nutrisi anak, kali ini kepedulian mereka agar pandemi ini segera berlalu. Apa yang dilakukan Sogo tentu saja kebaikan yang kemudian menginspirasi timbulnya kebaikan lain, ini lah yang disebut dengan berlomba berbuat kebaikan,"" kata Andy F Noya."
31,Pertamina Foundation Berdayakan Desa Lewat Tanam Pohon Durian,"Masa pandemi Covid-19 mendorong Pertamina Foundation untuk meningkatkan kepedulian terhadap masyarakat. Dalam naungan program PFBangkit, Pertamina Foundation berkolaborasi dengan crowdfunding tepercaya BenihBaik.com untuk meningkatkan perekonomian desa lewat program “Satu Keluarga Satu Pohon Durian.”

Pertamina Foundation mendonasikan dana bantuan program kepada BenihBaik.com untuk dibelikan bibit pohon durian bawor, pendampingan, dan perawatannya hingga tumbuh dan berbuah. Bibit berusia satu setengah tahun diberikan kepada 1.793 kepala keluarga di Desa Karanggude Kulon dan 1567 kepala keluarga Desa Sunyalangu, Kabupaten Banyumas, Jawa Tengah.

Direktur Operasional Pertamina Foundation A.M Unggul Putranto, mendukung pelaksanaan program “Satu Keluarga Satu Pohon Durian” karena selaras dengan misi program PFBangkit dan Pertamina Foundation untuk memberdayakan masyarakat melalui inovasi sosial, pengembangan ekonomi kreatif, dan kewirausahaan.

“Program penanaman bibit durian bawor ini mempunyai potensi besar untuk menopang ekonomi masyarakat desa karena mereka akan memperoleh seluruh hasil penjualan duriannya. Tentu ini sejalan dengan misi Pertamina Foundation untuk memberdayakan masyarakat sekaligus membantu meningkatkan perekonomian mereka yang terdampak pandemi Covid-19,” ungkap Unggul, Senin (8/2/2021).

Founder dan CEO BenihBaik.com Andy F Noya, mengucapkan terima kasih kepada Pertamina Foundation karena telah antusias dan peduli terhadap program pemberdayaan masyarakat desa.

“Terima kasih Pertamina melalui Pertamina Foundation yang sudah antusias dan mendukung pelaksanaan program pemberdayaan ekonomi melalui penanaman pohon durian ini. Kehadirannya dalam program ini menjadi bukti bahwa BUMN hadir untuk negeri dan bekerja dengan hati. Semoga ke depan kita bisa berkolaborasi lagi dan semakin banyak saudara-saudari kita yang bisa dibantu,” ucap Andy.

Durian bawor menjadi pilihan karena memiliki nilai ekonomis yang tinggi. Buah durian jenis ini mudah dibudidayakan, punya daging yang tebal, dan masa panen yang cepat. Hanya dalam kurun waktu dua tahun, pohonnya sudah mulai berbuah dan dapat menghasilkan sampai enam buah durian dengan berat rata-rata empat kilogram ketika berumur empat setengah tahun. Masa panennya juga mampu bertahan hingga 15 tahun.

Setiap kepala keluarga memperoleh satu bibit pohon durian untuk ditanam dan dirawat di halaman rumah mereka masing-masing. Mereka juga akan didampingi oleh kelompok penyuluh selama dua tahun ke depan. Maka dari itu, diharapkan program ini dapat dikelola dan dirawat dengan baik oleh aparatur dan masyarakat desa setempat.

“Saya mengucapkan terima kasih kepada CSR PT Pertamina (Persero), Pak Andy dari BenihBaik, aparatur, dan masyarakat desa yang sudah berkenan mendukung dan menerima pelaksanaan program ini. Semoga apa yang dirintis, dapat dirawat dan dikelola dengan baik sehingga bisa memberikan manfaat maksimal untuk kesejahteraan masyarakat desa ini,” tutup Unggul. (RO/OL-12)"
32,"Forwat, BenihBaik.com, dan Tokopedia Buka Donasi untuk Jurnalis","Selain tenaga kesehatan dan profesi lain yang berada di garis depan, jurnalis dan pekerja di sektor informal juga berisiko tinggi terinfeksi Covid-19. Mereka sering bertemu dan bersinggungan dengan banyak orang saat menjalankan tugas jurnalistik.

Penyebaran virus korona pun masih belum terbendung dan kini kasus positif Covid-19 telah menembus lebih dari satu juta kasus. Bed occupancy rate (BOR) atau tempat tidur di rumah sakit rujukan Covid-19 juga masih menunjukkan angka tinggi, meskipun mulai ada tren penurunan.

Menurut data di laman eis.dinkes.jakarta.go.id, beberapa provinsi mencatatkan keterisian lebih dari 70 persen. Menurut Organisasi Kesehatan Dunia (World Health Organization/WHO) anjuran keterisian di rumah sakit idealnya adalah di bawah 60 persen.

Kondisi tersebut membuat pasien Covid-19 kian sulit untuk mendapatkan akses perawatan di rumah sakit rujukan. Maka dari itu, tak sedikit pula dari mereka yang terpaksa melakukan isolasi mandiri di rumah dengan fasilitas sekadarnya.

Angka positivity rate di Indonesia juga masih jauh lebih besar dari standar Badan Kesehatan Dunia (WHO). Pada 3 Januari 2021, positivity rate Covid-19 Indonesia bahkan mencapai 29,46 persen padahal WHO menetapkan standar yakni 5 persen. Artinya, satu dari 3 orang yang diperiksa terkonfirmasi Covid-19. Namun, angka itu turun pada 6 Januari menjadi 15,4 persen.

Memahami situasi yang kian tak menentu ini, Forum Wartawan Teknologi (Forwat) bersama BenihBaik.com dan Tokopedia membuka donasi untuk jurnalis dan para pekerja di sektor informal yang terdampak Covid-19. Penggalangan donasi ini memiliki tujuan untuk meringankan beban para wartawan dan para pekerja sektor informal yang terpapar Covid-19.

Wakil Ketua Umum Forwat, Insaf Albert Tarigan mengatakan sejak awal pandemi Covid-19, Forwat bersama teman-teman jurnalis yang lain sudah beberapa kali menggalang dana saat ada rekan-rekan yang terdampak Covid-19.

""Meski begitu, kami menyadari bahwa masih banyak rekan jurnalis lain di berbagai daerah yang juga membutuhkan bantuan, Forwat bekerja sama dengan Tokopedia untuk menggalang dana dari masyarakat. Penyaluran bantuan ini nantinya akan melalui BenihBaik.com. Bentuknya berupa biaya pengobatan, biaya akomodasi, biaya kebutuhan pangan selama masa perawatan, dan penggantian biaya hidup keluarga yang perlu ditanggung selama pasien menjalani isolasi ataupun rawat inap. Selain rekan-rekan jurnalis, bantuan ini nantinya juga ditujukan untuk pekerja sektor informal,"" ujar Insaf.

Insaf menambahkan, ""Kami berterima kasih atas kesediaan Tokopedia dan juga BenihBaik.com untuk bekerja sama dengan Forwat. Semoga inisiatif yang baik ini akan memunculkan pula hal serupa dari pihak lain agar saudara-saudara kita yang terdampak Covid-19 bisa teringankan beban sesama yang mengalami kesulitan,"" tambahnya.

Sementara Ekhel Chandra Wijaya, External Communications Senior Lead Tokopedia, menuturkan kolaborasi Tokopedia bersama Forwat dan BenihBaik.com merupakan salah satu wujud dari komitmen perusahaan untuk #SelaluAdaSelaluBisa dalam membantu masyarakat di tengah pandemi, termasuk rekan-rekan jurnalis dan pekerja sektor informal lainnya yang terdampak COVID-19. ""Lewat Top Donasi, Tokopedia memfasilitasi seluruh pengguna untuk bisa berpartisipasi dalam aksi sosial, dengan berdonasi sebesar Rp 5.000 untuk setiap transaksi ketika berbelanja di Tokopedia,"" ucapnya menambahkan.



Di sisi lain, Andy F Noya, CEO dan founder BenihBaik.com, mengaku sangat senang dengan keterlibatan teman-teman jurnalis yang tergabung dalam Forwat dan juga Tokopedia untuk menggalang dana. ""Ini adalah sebuah bentuk kepedulian pada sesama, kita tidak akan meninggalkan orang-orang di sekeliling kita yang mengalami kesulitan. Terima kasih kepada FORWAT dan Tokopedia, semoga kita selalu diberi kekuatan untuk menjadi jembatan kebaikan,"" kata Andy F Noya, CEO dan founder BenihBaik.com.

Untuk proses donasi, pengguna Tokopedia dapat melakukannya saat checkout pembayaran berbelanja. Pengguna dapat memberi centang pada kotak donasi. Setelah itu, nominal akan langsung ditambahkan ke total belanja untuk dibayarkan. Periode penggalangan dana ini akan berakhir pada bulan Mei 2021. Di Tokopedia, penggalangan dana akan dibuka dari 10 Februari hingga 24 Februari 2021, sedangkan di BenihBaik akan dibuka mulai 10 Februari sampai 10 Mei 2021.

Adapun untuk informasi selengkapnya mengenai tata cara bantuan yang dapat disalurkan khusus terkait jurnalis, dapat dilihat di website www.forwat.id. (RO/OL-12)"
33,Partai Nasdem Kunjungi Lumajang di Safari Ramadan Hari Pertama,"PARTAI Nasdem melaksanakan safari Ramadan di 14 kabupaten/kota di Jawa Timur. Mengawali safari tersebut, Partai Nasdem mengunjungi Kabupaten Lumajang, Jawa Timur.

Ketua DPP Partai Nasdem Charles Meikyansyah mengatakan safari ramadan ini merupakan salah satu upaya penguatan kultural Partai Nasdem. Membangun kekuatan kultural ini diwujudkan dengan melakukan kunjungan di 14 pondok pesantren di 14 kabupaten/kota di Provinsi Jawa Timur, seperti Lumajang, Jember, itu Bondo, Bondowoso Malang, dan sebagainya.

Kunjungan di Lumajang diawali dengan mengunjungi Desa Kedungjajar, di sana jajaran partai Nasdem bertemu perangkat desa dan sejumlah masyarakat untuk menyampaikan aspirasi. Setelah itu, rombongan bertolak ke Pondok Pesantren Miftahul Ulum Banyuputih, Lumajang.

""Dengan kedatangan kita itu selain mohon doa restu dari para kiai dari para guru sepuh dan juga tentunya daripada ulama. Kita bermaksud meminta tausiah, meminta nasehat, dan kemudian meminta doa restu, minta doa dari beliau-beliau agar yang pertama kita ketahui bangsa indonesia saat ini sedang mengalami sebuah kondisi global yang disebut dengan Covid-19,"" ungkap Charles, Selasa (20/4).

Baca juga: Anggota DPR NasDem Antar Minyak Tanah bagi Korban Bencana Adonara

Dia menambahkan, melalui safari ini sekaligus untuk meminta meminta tausyiah kebangsaan agar bangsa ini diberikan keamaan kekuatan dan agar partai Nasdem dapat selalu memberi manfaat untuk kemajuan bangsa.

""Kunjungan safari ini juga meminta doa agar ketua umum kami, Bapak Haji Surya Paloh diberi kesehatan yang baik, kemampuan untuk terus berpikir yang terbaik, tidak hanya untuk partai Nasdem, tetapi juga untuk kebesaran bangsa agar jauh dari perpecahan dan agar terus dalam kondisi aman,"" lanjut anggota komisi IV DPR RI tersebut.

Pengasuh pondok pesantren Miftahul Ulum Banyuputih beserta pimpinan ponpes menyambut gembira silaturrahmi partai Nasdem. Diharapkan, silaturrahmi ini dapat terus berlanjut menjadi hubungan baik ke depannya.

""Yang lebih baik bisa meningkatkan lagi kerja sama. Sangat terima kasih atas kepedulian Partai Nasdem,"" ujar Kiai Husni Zuhri.

Selain itu, Kiai Husni juga mendoakan parta Nasdem dapat terus istiqomah dalam menjalankan tugas kepartaian dan kebangsaan. ""Harapannya (partai Nasdem) tetap istiqomah, ke depan, menuju lebih baik, lebih sempurna."" (A-2)"
34,Alasan Jokowi melebur Kemenristek masuk Kemendikbud,"PRESIDEN Joko Widodo mengungkap alasan mengapa pemerintah melebur Kementerian Riset dan Teknologi ke dalam Kementerian Pendidikan dan Kebudayaan.

Jokowi sekaligus menjelaskan soal menjadikan Badan Riset dan Inovasi Nasional (BRIN) sebagai lembaga tersendiri.

“Strategi besarnya adalah membangun pondasinya dulu, mulai dari infrastruktur, setelah itu SDM, lalu masuk ke riset, inovasi dan teknologi,” ujar Presiden Jokowi, Selasa (20/4).

Ke depan, semua fungsi penelitian dan pengembangan pada kementerian akan berada di bawah koordinasi BRIN.

Presiden mengatakan nantinya anggaran Balitbang (badan penelitian dan pengembangan) yang ada di setiap kementerian atau lembaga akan dipusatkan di BRIN. Dengan dipusatkannya anggaran Balitbang di BRIN, harapannya akan ada produk riset dan inovasi yang jelas, tepat sasaran, dan tepat guna.

Anggaran Balitang yang tersebar di Kementerian dan lembaga saat ini mencapai Rp22 tiriliun - Rp23 triliun.

“Jadi anggarannya, pelaksanaannya, akan terpusat dan terkonsolidasi di dalam satu lembaga saja,” ujar Presiden.

Harapannya, penelitian dan pengembangan akan lebih fokus dan produktif.

“Bisa langsung membuat produk. Misalnya apa? GeNose, ventilator dan sebagainya. Jadi anggarannya tepat sasaran,” ujar Presiden.

Baca juga: Rektor IPB Ungkap Plus Minus Peleburan Kemenristek ke Kemendikbud

Sementara fungsi riset dan teknologi yang dilebur pada Kemendikbud hanya akan mengurusi soal akademis saja.

Selain itu kata Presiden pembentukkan BRIN sendiri merupakan amanat undang-undang. Tepatnya yakni UU Nomor 11 tahun 2019 tentang Sistem Nasional Ilmu Pengetahuan dan Teknologi (Sisnas Iptek) sebagaimana telah diubah dalam UU Nomor 11 tahun 2020 tentang Cipta Kerja.

""BRIN ini amanat undang-undang loh,"" pungkas Presiden.

Sebelumnya, dalam sidang paripurna DPR RI pada 9 april 2021 lalu, menyetujui rencana pemerintah membentuk kementerian investasi serta melebur kementerian riset dan teknologi kedalam kementerian pendidikan dan kebudayaan.

Hal ini usai DPR RI menerima Surat Presiden nomor R-14/Pres/03/2021 perihal Pertimbangan Pengubahan Kementerian. (A-2)"
35,"Peringati Harkonas 2021, Mendag Minta Hak Konsumen Terpenuhi","MEMPERINGATI Hari Konsumen Nasional (Harkonas) 2021, Menteri Perdagangan, Muhammad Lutfi, mengingatkan agar hak-hak konsumen harus terpenuhi, sebagaimana yang telah diatur dalam Undang Undang Nomor 8 Tahun 1999 tentang Perlindungan Konsumen. Dalam peringatan Harkonas kali ini, tema yang diangkat ialah Konsumen Berdaya Menuju Indonesia Maju.

""Hak-hak konsumen harus terpenuhi, supaya ekonomi bergerak dan visi Indonesia Maju terpenuhi,"" terang Mendag usai peringatan Harkonas di Surabaya, Selasa (20/4).

Lutfi menerangkan bahwa mayoritas produk domestik bruto (PDB) Indonesia disokong sektor konsumsi masyarakat yakni sebesar 59%. Jika persentase konsumsi masyarakat menurun, hal ini bisa berpengaruh terhadap kondisi ekonomi Indonesia.

Meski begitu, Lutfi menyadari bahwa pandemi covid-19 berpengaruh terhadap penurunan pendapatan masyarakat, sehingga daya beli pun ikut berkurang.

Baca juga: Mendag: Harga Komoditas Pasar di Jatim Terbaik

Untuk itulah, pemerintah telah mengambil beberapa kebijakan untuk meningkatkan daya beli masyarakat seperti peniadaan pajak untuk pembelian kendaraan bermotor dan pengurangan pajak untuk pembelian properti di bawah Rp2 miliar.

Di sisi lain, perilaku konsumen Indonesia bukan tanpa catatan. Lutfi menilai konsumen Indonesia masih ada yang enggan untuk memprotes jika ada barang atau jasa yang tidak sesuai dengan yang diharapkan atau ditawarkan. Hal inilah yang membuat indeks keberdayaan konsumen (IKK) Indonesia masih sekitar 49 poin.

""Kebiasaan konsumen kita masih suka nrimo. Nah ini yang ke depan harus kita perbaiki, supaya konsumen Indonesia bisa kritis,"" pungkas Mendag. (A-2)"
36,Bangunan Liar di Akses Masuk ke SMAN 30 Jakarta akan Dibongkar,"BANGUNAN liar yang menggangu akses jalan masuk menuju SMAN 30 Jakarta Pusat, akan segera dibongkar. Sekolah ini terletak di jalan Jendral Ahmad Yani RT.13 RW.2 Kecamatan Cempaka Putih Timur.

Rencana pembongkaran bangunan liar itu dibahas dalam rapat di Kantor Wali Kota Jakarta Pusat, Senin (19/4) pagi. Wakil Wali Kota Jakarta Pusat Irwandi mengatakan, pihaknya telah menerima aduan dari pihak sekolah terkait bangunan liar yang menggangu akses masuk itu.

""Akses jalan masuk ke sekolah ada tapi sangat kecil, akibatnya akses kendaraan untuk masuk cukup sulit. Terlebih jika ada kendaraan yang parkir sepanjang jalan masuk itu,"" kata Kepala Sekolah SMAN 30 Agne Sukasni yang enggan diwawancara dengan kamera, setelah ditemui di pelataran sekolah, Selasa (20/4).

Lapangan sekolah juga sering dimaanfaatkan untuk acara-acara kewargaan.

""Intinya akses kita masuk kerap terganggu dan kita memerlukan lahan parkir kendaraan,"" ujarnya.

Ia mengatakan, berusaha untuk menjaga ketenteraman antara sekolah dan warga sekitar sekolah. Keputusannya biarkan Pemda yang bertugas sebagaimana mestinya hukum berlaku.

Baca juga: PDIP Kritik Anies soal Kelanjutan Rumah DP Rp0

Dalam rapat Senin (19/4) kemarin, wakil wali kota memastikan bahwa rumah yang mengganggu jalan masuk itu adalah bangunan liar yang berdiri di atas aset Pemda DKI.

Dilihat dari Jakarta satu, itu adalah aksesnya pemerintah dan sekarang diduduki rumah-rumah. Jadi sekolah terlihat menjadi kumuh. Jadi tidak terlihat sekolahan. Jalan masuknya sangat terganggu.

Wakil Wali Kota Jakpus Irwandi menambahkan, dalam rapat mendatang pihaknya akan memanggil Badan Pertahanan Daerah serta Dinas Pengelolaan Aset untuk benar-benar memastikan status tanah itu. (A-2)"
37,"Setahun Lumpuh, Warga Waiwerang Sembuh akibat Bencana Adonara","USAI bencana di Pulau Adonara, Kabupaten Flores Timur, Nusa Tenggara Timur, banyak kisah tak terduga menimpa warga terdampak banjir bencana banjir bandang, Minggu (4/4). Salah satu kisah tak terduga datang dari Hendrikus Hengki Boy, warga Waiwerang, Kecamatan Adonara Timur.

Sebelumnya, ia sempat terserang penyakit stroke hingga membuat dirinya lumpuh total selama setahun. Kini ia telah sembuh dari penyakit dan bisa berjalan layaknya orang normal akibatnya bencana banjir bandang yang melanda Pulau Adonara.

Saat ditemui mediaindonesia.com, di posko SDI Waiwerang, Selasa (20/4), Hengky, sapaan akrabnya, menceritakan, setahun dirinya hanya bisa terbaring di atas tempat tidur. Separuh tangan dan kaki tak bisa digunakan untuk berjalan dan menggenggam sesuatu.

Dirinya pernah dibawa ke dokter hingga dukun untuk bisa disembuhkan. Sayangnya, penyakit itu tak kunjung sembuh-sembuh sehingga membuat dirinya mengalami frustasi.

""Saya ini lumpuh total selama setahun. Saya tidak bisa melakukan aktivitas apapun. Saya tidak bisa jalan. Semua cara saya lakukan agar bisa sembuh. Saya pernah berobat ke dokter dan dukun tetapi juga tidak pernah sembuh, "" ujar pensiun PNS ini.

Baca juga: Kota Kupang Relokasi 537 Keluarga Korban Bencana

Namun, selama itu pria berusia 56 tersebut menghabiskan waktunya di tempat tidur dengan berdoa. Mukjizat pun datang. Sekitar Minggu 4 April 2021 pukul 02.00 Wita banjir melanda permukiman warga yang ada di Waiwerang.

Ia yang sendirian di kamar tidur mulai mendengar teriakan warga sekitar. Tanpa disadari, tiba-tiba ia langsung lompat dari tempat tidur dan berlari ke luar rumah dengan air sudah setinggi perutnya. Tidak lama kemudian, banjir bandang datang dengan membawa kayu dan batu merusak permukiman warga yang ada di Waiwerang.

""Saya juga tidak percaya. Saat banjir datang, saya lompat lima anak tangga di depan rumah. Saya langsung lari keluar. Tiba-tiba saya bisa jalan. Saya juga kaget. Saya sempat menangis karena bisa jalan. Ini keajaiban. Saya sembuh berkat Tuhan,"" ujar dia.

Dia sampaikan saat ini ia sudah bisa membawa kendaraan roda dua dan melakukan aktivitas seperti manusia normal. ""Sekarang saya sudah bisa bawah motor. Saya sudah bisa ke mana-kemana. Ini berkat dari Tuhan,"" ungkap dia lagi. (OL-14)"
38,Istri Menangis Bahagia Lihat Suami Berjalan setelah Lumpuh Setahun,"DI balik bencana banjir di Adonara, salah satu warga Waiwerang, Kecamatan Adonara Timur, Hendrikus Hengki Boy sembuh dari sakit stroke yang melumpuhkannya selama setahun. Istri Hengky Boy, Monika Tukan, menceritakan, pada saat bencana banjir bandang dirinya tidak berada di Adonara. Ia bersama anak-anak pergi ke Larantuka untuk pergi berdoa di Patung Tuan Ma.

""Kejadian itu saya tidak ada di Adonara. Saya ada di Larantuka pergi berdoa. Justru keesokan harinya saya baru dapat telepon dari tetangga bahwa wilayah Waiwerang dilanda bencana. Tetapi saya dapat kabar juga bahwa suami saya sudah bisa jalan, "" ujar dia kepada mediaindonesia.com di posko SDI Waiwerang, Selasa (20/4).

Untuk itu, dirinya bersama anak-anak berusaha pergi ke Adonara dengan menggunakan kapal milik polisi. Kebetulan kapal itu satu-satunya yang bisa ke Adonara.

""Sampai di Adonara, saya lihat suami saya sudah bisa jalan. Saya menangis dan memeluknya. Kami sekeluarga menangis. Kami senang sekali. Peristiwa bencana ini, suami saya bisa kembali normal. Ini keajaiban,"" tegas Monika.

Monika mengatakan selama satu tahun suaminya menderita lumpuh. Pada saat itulah dirinya tidak pernah berhenti sujud kepada Tuhan untuk kesembuhan suaminya. ""Ini mukjizat. Tuhan yang menyembuhkan suami,"" pungkas dia. (OL-14)"
