,Title,Text
24,"Resmi, Toyota Raize-Daihatsu Rocky Meluncur 30 April","PT Toyota-Astra Motor (TAM) memastikan peluncuran Toyota Raize dalam waktu dekat ini. Dipastikan, peluncuran Toyota Raize berlangsung pekan depan.

Dalam surat undangan yang diterima redaksi detikcom, Jumat (23/4/2021), peluncuran Toyota Raize akan dilangsungkan pada Jumat (30/4/2021) pekan depan. Peluncuran Toyota Raize mengusung tajuk ""All New Raize : Imagine It, Live It"".

Peluncuran Toyota Raize digelar secara online melalui kanal YouTube ToyotaIndonesia. Prosesi peluncuran Toyota Raize dilakukan pada Jumat (30/4/2021) pukul 14.00 WIB.

Seperti diketahui, Toyota Raize merupakan kembaran Daihatsu Rocky. Kedua mobil itu sudah lebih dulu dijual di Jepang.

Biasanya mobil kolaborasi Toyota dan Daihatsu seperti Avanza-Xenia, Rush-Terios, Ayla-Agya dan Calya-Sigra, diluncurkan berbarengan pada hari yang sama. PT Astra-Daihatsu Motor (ADM) juga memastikan peluncuran Daihatsu Rocky di hari yang sama, Jumat (30/4/2021).

Berdasarkan undangan yang diterima redaksi detikcom, peluncuran Daihatsu Rocky dilakukan lebih dulu dibanding Toyota Raize. Peluncuran Daihatsu Rocky dilakukan mulai pukul 10.00 WIB.

Daihatsu Rocky. Foto: Rangga Rahadiansyah Daihatsu Rocky. Foto: Rangga Rahadiansyah

Di Jepang, Toyota Raize dan Daihatsu Rocky hadir dengan mesin 1.000 cc turbo. Versi mesin turbo juga bakal dipasarkan di Indonesia. Hal itu berdasarkan bocoran tipe Raize yang muncul di Peraturan Menteri Dalam Negeri (Permendagri) No 1 Tahun 2021.

Dalam dokumen tersebut, termuat informasi bahwa Toyota Raize dan kembarannya Daihatsu Rocky bakal mengusung pilihan mesin 1.000 cc turbo dan 1.200 cc (N/A). Mesin 1.000 cc turbo ditandai dengan kode A250, sedang mesin 1.2000 cc (N/A) pakai kode A251. Sementara kode kedua mobil ini ditandai sebagai RA untuk Raize dan RS untuk Rocky.

Mengacu pada dokumen itu, Toyota Raize akan ditawarkan dalam 6 pilihan tipe, yakni 1.0T S CVT, 1.0 X CVTTSS, 1.0T G CVT, 1.0T G M/T, 1.2 G CVT, dan 1.2 G M/T.

Jika melihat unit Raize dan Rocky yang dijual di Jepang, kedua SUV sub-4 meter ini menggendong jantung mekanis yang sama, yakni 1.000 cc, 3 silinder, turbo, yang bisa menghasilkan tenaga puncak hingga 98 PS pada 6.000 rpm dan torsi maksimum 140 Nm pada 2.400-4.000 rpm.

Toyota Raize dan Daihatsu Rocky dipastikan mendapatkan diskon PPnBM (Pajak Penjualan atas Barang Mewah). Seperti diketahui, diskon PPnBM tahap pertama (Maret-Mei) untuk mobil 1.500 cc ke bawah mencapai 100%. Sementara tahap kedua (Juni-Agustus) diskonnya 50%.

Daihatsu Rocky Muncul Lagi, Mejeng di Tokyo Motor Show 2019"
25,"Jadwal Liga Inggris Pekan Ini: West Ham Vs Chelsea, Leeds Vs MU","Dua tim lima besar, West Ham dan Chelsea akan saling sikut di akhir pekan ini. Ada juga rival klasik antara Leeds United dan Manchester United yang berduel.

Liga Inggris pekan ke-33 sudah memainkan dua tim top: Manchester City dan Tottenham Hotspur di tengah pekan. Pasalnya, mereka akan saling berhadapan di final Piala Liga Inggris pada Minggu (25/4/2021).

Meski begitu, keseruan Liga Inggris pekan ini niscaya tidak akan berkurang menyusul duel West Ham vs Chelsea di London Stadium, Sabtu (23/4). Pertandingan itu akan semakin seru karena West Ham dan Chelsea sedang bersaing ketat untuk finis empat besar.

Kedua tim menempati posisi lima dan empat di papan klasemen sementara dan sama-sama mengoleksi 55 poin. Hanya saja, the Blues berhak posisi yang lebih tinggi karena keunggulan selisih gol.

Sehari berikutnya, Manchester United akan melawat ke markas Leeds di Elland Road. Pada pertemuan pertama di Old Trafford, awal musim ini, Setan Merah menang telak 6-2 dengan unggul empat gol lebih dulu.

Tiga poin wajib diperoleh MU demi memangkas jarak kembali dengan Manchester City. MU bertekad untuk terus menekan the Citizens sekalipun sadar kans untuk menyusul sangat kecil.

""Hal-hal lebih lucu telah terjadi di sepakbola,"" ungkap gelandang MU Scott McTominay, belum lama ini. ""Anda harus terus menekan, itulah satu-satunya fokus kami.""

Sementara itu Arsenal bermain lebih awal. The Gunners akan menjamu Everton nanti malam, disusul Liverpool yang akan kedatangan Newcastle United di Anfield pada malam minggu.



Jadwal Liga Inggris Pekan ini

Sabtu (24/4/2021)

Arsenal vs Everton

Stadion Emirates

Pukul 02.00 WIB

Liverpool vs Newcastle United

Stadion Anfield

Pukul 18.30 WIB

West Ham vs Chelsea

Stadion London

Pukul 23.30 WIB

Sabtu (25/4/2021)

Sheffield United vs Brighton

Stadion Bramall Lane

Pukul 02.00 WIB

Wolverhampton vs Burnley

Stadion Molineux

Pukul 18.00 WIB

Leeds United vs Man United

Stadion Elland Road

Pukul 20.00 WIB

Senin (26/4/2021)

Aston Villa vs West Brom

Stadion Villa Park

Pukul 01.00 WIB

Selasa (27/4/2021)

Leicester City vs Crystal Palace

Stadion King Power

Pukul 02.00 WIB

Prediksi Tottenham VS Liverpool Bareng IndoSpurs dan BigReds"
26,"Atta Halilintar Positif COVID-19 Lagi, Aurel Hermansyah Demam","Atta Halilintar mengabarkan dirinya kembali terpapar virus COVID-19. Itu diketahui setelah dirinya melakukan swab jelang keberangkatannya ke Solo.

Suami Aurel Hermansyah itu mengabarkan dirinya kembali terpapar COVID-19 untuk kedua kalinya, lewat akun Instagramnya. Atta Halilintar memperlihatkan dirinya tengah terbaring dan di sekitarnya ada perawat yang menggunakan APD.

Ternyata, awalnya Atta Halilintar mengira Aurel Hermansyah yang positif COVID-19. Itu dikarenakan sang istri mengalami beberapa tanda-tanda.

""Dari kemarin istriku yang anget badannya dan bindeng sangkaku istri ku yang positif.. ternyata aku...,"" jelas Atta Halilintar.

Saat ini, Aurel Hermansyah pun sedang menunggu hasil swab-nya. Selama hasil swab belum keluar, Aurel Hermansyah tidak boleh kemana-mana.

""Istriku juga lagi proses dibilang dokter tidak boleh kemana mana dulu sampe dilihat perkembangan 5 hari kedepan.. dikarenakan tidur tiap hari sama aku.. Semoga ga sampe lebaran Ya Allah,"" sambung Atta Halilintar.

Dalam unggahan terbarunya Atta Halilintar mengatakan dirinya tak mengalami gejala apa pun.

""Hari ini Ct ku 30 an Dan aku tanpa gejala.. Semoga cepet sembuh ga turun ct nya,"" harap Atta Halilintar.

Sementara dalam Instagram pribadi Aurel Hermansyah belum ada pengumuman soal hasil swab. hanya saja dia mengutip kalimat soal sakit yang menjadi ujian dan takdir dalam hidup.

""Hendaknya orang yang sakit dan mendapatkan musibah memahami itu ujian dan cobaan dari Allah. Juta harus meyakini sedalam-dalamnya hal tersebut adalah tanda kasih sayang dari Allah,"" itu kalimat yang dikutip oleh Aurel Hermansyah.

Di satu sisi, Aurel Hermansyah menyemangati sang suami yang sedang isolasi mandiri di rumah. Aurel Hermansyah dan Atta Halilintar diketahui baru saja pulang bulan madu dari Bali.

Aurel terlihat menyematkan banyak ikon patah hati dan menangis.

""Ya Allah semoga segera pulih ya sayang.. semangatt love you suamik jgn dipikirin n jgn stress2 yah,"" tulis Aurel Hermansyah menyemangati Atta Halilintar.

Kontroversi yang Mengiringi Hari Bahagia Aurel-Atta Halilintar"
27,Zaskia Adya Mecca Kritik Cara Bangunkan Sahur Via Toa Masjid,"Sahur menjadi bagian yang dijalankan umat Muslim sebelum berpuasa seharian di bulan Ramadhan. Tidak sedikit masjid yang membantu membangunkan orang untuk sahur di pagi hari lewat pengeras suara.

Di beberapa daerah, hal itu seakan sudah menjadi tradisi. Namun ternyata ada salah satu cara membangunkan sahur lewat pengeras suara masjid yang dianggap Zaskia Adya Mecca tidak etis bahkan cenderung mengganggu.

""cuma mau nanya ini bangunin model gini lagi HITS katanya?! Trus etis ga si pake toa masjid bangunin model gini??"" tanya Zaskia Adya Mecca sebagai keterangan unggahannya, Kamis (22/4).

""Apalagi kita tinggal di Indonesia yang agamanya pun beragam.. Apa iya dengan begini jadi tidak mengganggu yang lain tidak menjalankan Shaur?!"" ia mempertanyakan.

Dalam video yang diunggahnya, Zaskia Adya Mecca mengabadikan momen ketika seseorang membangunkan orang lain untuk sahur lewat pengeras suara masjid. Orang tersebut berteriak yang kemudian disebut istri Hanung Bramantyo tersebut mengganggu.

""Aku yang asing, atau situasi yang semakin asing yaa... buat ku ko ngga lucu, ga etis, ga menghargai orang lain.."" Zaskia Adya Mecca heran.

Lebih lanjut, ia bingung mengapa orang tersebut bisa berteriak-teriak begitu saja lewat pengeras suara di masjid.

""Buat kamu gmn?! Apa aku yang terlalu serius?"" tanya Zaskia mengakhiri tulisannya.

[Gambas:Instagram]

Di unggahannya itu, Zaskia Adya Mecca mendapat banyak dukungan atas kritikannya. Banyak netizen dan rekan artis yang mengaku akan sangat terganggu dengan cara membangunkan sahur seperti itu.

""Nyebelin bgt. Gw aja yg saur ga mau dibangunin begini,"" tulis Senandung Nacita.

""Sungguh mengganggu dan merusak suasana ramadhan yang seharusnya syahdu. Sepi penuh perenungan. Membayangkan bagaimana Al-Quran turun di antara heningnya Goa Hira di bulan Ramadhan,"" komentar Arie Kriting."
28,Pemerintah RI Setop Visa untuk WNA dari India!,"Pemerintah Indonesia mengambil langkah terkait melonjaknya kasus Covid-19 di India. Kini, pemerintah menyetop pemberian visa bagi WNA yang pernah tinggal atau mengunjungi India dalam kurun 14 hari terakhir.

Keputusan ini diumumkan Menko Perekonomian Airlangga Hartarto yang juga Ketua Komite Penanganan COVID-19 dan Pemulihan Ekonomi Nasional. Awalnya, Airlangga bicara soal kasus harian Corona di India yang menembus angka 300.000.

Hari ini, beberapa negara mulai melakukan pelarangan atau restriksi masuk perjalanan dari India. Airlangga menyebut negara yang melarang di antaranya Hong Kong, Selandia Baru, Pakistan, Arab Saudi, Inggris, Singapura dan Kanada.

""Berdasarkan hasil pencermatan tersebut, pemerintah memutuskan menghentikan pemberian visa bagi orang asing yang pernah tinggal dan/atau mengunjungi India dalam kurun waktu 14 hari,"" kata Airlangga.

Bagaimana dengan WNI dari India yang ingin kembali ke Indonesia? Pemerintah masih membuka pintu namun protokolnya lebih ketat.

""Ketentuannya akan dilanjutkan dengan surat edaran Dirjen Imigrasi Kumham juga dengan lembaga lain terkait. Kebijakan mulai berlaku hari Minggu 25 April 2021,"" ungkapnya.

""Peraturan bersifat sementara dan akan terus dikaji ulang,"" sambung Airlangga.

Sebelumnya diberitakan, India mencetak rekor dunia untuk jumlah kasus harian virus Corona (COVID-19) tertinggi selama dua hari berturut-turut. Lebih dari 332 ribu kasus Corona tercatat di negara ini dalam 24 jam terakhir.

Data Kementerian Kesehatan India juga menunjukkan rekor baru untuk tambahan kematian dalam sehari. Sedikitnya 2.263 kematian tercatat dalam 24 jam terakhir."
29,"KRI Nanggala-402 Sudah Tak Bersuara, Hanya Sonar yang Terdeteksi","detikFlash

KRI Nanggala-402 Sudah Tak Bersuara, Hanya Sonar yang Terdeteksi

Kapuspen TNI Mayjen Achmad Riad mengungkapkan bahwa KRI Nanggala-402 yang hilang di perairan Bali sudah tidak bersuara. Kini, hanya sonar yang bisa mendeteksi keberadaan kapal selam tersebut."
30,"Terobos Busway, Porsche Putih Minta Sopir TransJ Mundur","01:45

Komitmen AS Menuju Jalur Ekonomi Tanpa Emisi di Tahun 2050"
31,Duka Istri Kru KRI Nanggala-402 yang Baru Menikah 2 Bulan,"detikFlash

Duka Istri Kru KRI Nanggala-402 yang Baru Menikah 2 Bulan

Keluarga kru kapal selam KRI Nanggala-402 di Banyuwangi masih dirundung duka. Mereka masih belum mendapatkan kabar baik atas hilangnya kapal selam kebanggaan Indonesia ini."
32,"Zaskia Mecca Kritik Bangunkan Sahur Teriak di Toa Masjid, Ini Kata MUI","Artis Zaskia Adya Mecca mengkritik cara orang membangunkan sahur menggunakan Toa masjid yang dia nilai kurang baik. Seharusnya menurut dia, membangunkan sahur lewat Toa masjid bisa disampaikan dengan penyampaian yang lebih baik. Majelis Ulama Indonesia (MUI) pun menanggapi polemik ini.

Dalam video yang diunggah di Instagram seperti dilihat Jumat (23/4/2021), Zaskia Adya Mecca bertanya-tanya model membangunkan sahur dengan berteriak 'sahurrrya' memakai Toa masjid. Dia bingung kalau cara itu disebut tengah jadi hits alias tren.

""Cuma mau nanya ini bangunin model gini lagi HITS katanya?! Trus etis ga si pake toa masjid bangunin model gini?? Apalagi kita tinggal di Indonesia yang agamanya pun beragam. Apa iya dengan begini jadi tidak mengganggu yang lain tidak menjalankan Shaur?!"" tulis Zaskia Adya Mecca.

Adapun cara membangunkan sahur dalam video Zaskia Adya Mecca yakni orang tersebut mulanya menyapa warga sekitar. Selanjutnya dia mengajak warga sahur. Ada kalimat 'sahurrrya' yang diucapkan.

""Bapak-bapak, Ibu-ibu, Adik-adik warga RT 04 RW 09 dan sekitarnya, yang menjalankan ibadah puasa. Waktunya sahurrrrya, sahurrrya, sahurrrrrya! Sahur, sahur, sahur, sahur, sahur! Sahur, sahur, sahur, sahur, sahur, sahur! Bangun, bangun, bangun!"" demikian bunyi dalam video Zaskia Adya Mecca.

Wakil Sekretaris Jenderal MUI Muhammad Ziyad pun buka suara soal polemik ini. Ziyad mulanya menceritakan soal makna bulan Ramadhan, bulan dengan segala kebaikan di dalamnya. Salah satu yang ditunggu-tunggu adalah momen sahur di mana warga bersukacita menyambut ibadah puasa.

Ziyad menyebut cara membangunkan sahur beraneka macam. Di kampung halamannya ketika dia berusia remaja, masjid tempat tinggal Ziyad menyapa warga dengan salam sebelum mengajak sahur.

""'Bapak dan Ibu dihaturi dihaturkan, mangga untuk bangun sahur menyiapkan makanan, hidangan, mari kita bersemangat untuk sahur'. Nah itu beberapa kali saja disampaikan. Dan kata-katanya memang banyak mengandung nilai edukatif bagi masyarakat,"" jelas Ziyad saat dihubungi detikcom.

Cara membangunkan sahur seperti yang disampaikan Ziyad dilanjutkan dengan pemutaran nasyid hingga tilawah Al-Qur'an. Soal video Zaskia Adya Mecca, Ziyad mengungkit kembali pesan Ketua Dewan Masjid Indonesia Jusuf Kalla.

""Apa yang ada dalam video itu saya kira ini juga menjadi, yang dulu pernah disampaikan Pak Jusuf Kalla dan yang lain-lainnya, misalkan, perlu juga di kompleks-kompleks, di tempat-tempat yang mungkin tingkat keragaman masyarakatnya itu plural, maka itu perlu jika diawali dengan komunikasi dengan silaturahmi sebelumnya supaya menghindari adanya protes yang semacam itu seperti yang disampaikan oleh Mbak Zaskia itu,"" katanya.'

Meski demikian, Ziyad berharap ada masyarakat paham bahwa sahur ini sebulan sekali dalam satu tahun. Harus ada kerelaan bersama dan saling menghargai. Jika pun menggunakan Toa masjid, dia berharap volume Toa dikecilkan karena bisa jadi ada masyarakat di sekitar yang beragama selain Islam ataupun ada yang sakit.

""Pendek kata, konteksnya adalah perlu komunikasi awal, perlu kebersamaan, perlu semangat untuk saling menerima dan menghargai. Mungkin ya beberapa saatlah mungkin bising dan seterusnya tapi kita harus pahamkan bersama,"" ucap Ziyad.

Simak juga video 'Jangan Lewatkan Berkah Saat Sahur':



[Gambas:Video 20detik]







Baca selengkapnya di halaman selanjutnya."
33,"Viral Porsche Terobos Busway di Gandaria, Minta Sopir TransJ Mundur","Sebuah video beredar viral di media sosial memperlihatkan mobil mewah Porsche warna putih menerobos busway. Disebutkan, peristiwa itu terjadi di busway Jl Sultan Iskandar Muda, Gandaria, Jakarta Selatan, Jumat (23/4/2021) siang.

Dalam rekaman video amatir, terlihat mobil sport tersebut berhenti di busway. Hal ini mengakibatkan bus TransJakarta tidak bisa melintas di jalurnya.

Pengemudi Porsche tersebut terlihat membuka kaca, lalu menggerakkan tangannya mengarahkan sopir bus TransJakarta untuk mundur. Namun sopir bus TransJakarta bergeming.

Diduga, pengemudi Porsche itu meminta TransJakarta mundur lantaran dia hendak keluar lagi dari busway dengan bergerak mundur. Namun, karena bus TransJakarta tidak mau mundur, akhirnya Porsche itu menerabas busway sambil tancap gas.

Lokasi Porche menerobos busway di Jl Sultan Iskandar Muda, Gandaria, Jaksel. (Rakha Arlyanto/detikcom) Lokasi Porche menerobos busway di Jl Sultan Iskandar Muda, Gandaria, Jaksel. (Rakha Arlyanto/detikcom)

""Jangan mau... jangan mau, Pak!"" teriak perekam video.

Kasubdit Gakkum Ditlantas Polda Metro Jaya AKBP Fahri Siregar mengatakan pihaknya akan menyelidiki kejadian itu. Polisi akan menelusuri identitas Porsche tersebut.

""Jalur busway menjadi fokus kami dalam penegakan hukum, baik dengan E-TLE maupun secara konvensional, karena ada beberapa ruas jalan belum ter-cover E-TLE,"" kata Fahri."
34,Sosok Letkol Heri Oktavian Komandan KRI Nanggala-402 yang Hilang,"Letkol Laut (P) Heri Oktavian menjadi salah satu awak kapal yang berada di dalam KRI Nanggala-402. Heri merupakan komandan kapal selam buatan Jerman itu.

Setahun sudah Heri mengemban jabatan itu. Dia menjabat Komandan KRI Nanggala-402 sejak 3 April 2020. Kala itu, Heri menggantikan Letkol Laut (P) Ansori.

Dilansir dari laman resmi TNI, sebelum didapuk sebagai Komandan KRI Nanggala-402, Heri juga pernah menduduki jabatan lain. Sebelumnya, dia memegang tongkat komando sebagai Komandan Sekolah Awak Kapal Selam (Dansekasel) Pusat Pendidikan Khusus (Pusdiksus).

Komandan Sekasel adalah unsur pelaksana di lingkungan Pusdiksus yang bertugas membantu Komandan Pusdiksus dalam menyelenggarakan pendidikan pengembangan profesi lingkup sekolah yang bersangkutan.

Heri mengemban tugas sebagai Dansekasel sejak November 2019 hingga akhirnya diminta mengomandoi KRI Nanggala-402. Kala itu dia dianggap berhasil memimpin Sekasel dengan kerja keras, sumbangan pikiran, kreativitasnya.

Heri memang bukan prajurit biasa. Dia menjadi salah satu prajurit yang mengenyam pendidikan Sekolah Staf dan Komandi (Sesko) TNI di Jerman.

Seperti diketahui, KRI Nanggala-402 membawa 53 orang yang terdiri atas 49 awak dan 3 spesialis senjata. KRI Nanggala-402 pertama kali berlayar pada 1981.

KRI Nanggala-402 hilang kontak pada pukul 04.30 WIB. Komunikasi terakhir dilakukan pukul 04.25 WIB ketika komandan gugus tugas latihan memberikan otoritas kepada KRI Nanggala-402 untuk menembakkan torpedo nomor 8.

KRI Nanggala memiliki berat selam 1,395 ton. Dengan dimensi 59,5 meter x 6,3 meter x 5,5 meter. Ditenagai oleh mesin diesel elektrik, 4 diesel, 1 shaft menghasilkan 4.600 shp. Sanggup mendorong kapal hingga kecepatan 21,5 knot. KRI Nanggala mempunyai sonar dari jenis CSU-3-2 suite.

KRI Nanggala sendiri sudah malang melintang di dunia militer. KRI Nanggala pernah dilibatkan dalam latihan gabungan TNI AL dan Angkatan Laut Amerika Serikat dengan nama sandi CARAT-8/02 pada 2002.

Pada 2004, KRI Nanggala juga ikut dalam Latihan Operasi Laut Gabungan (Latopslagab) XV/04 di Samudera Hindia. Kala itu, KRI Nanggala berhasil menenggelamkan eks KRI Rakata, sebuah kapal tunda samudra buatan 1942 dengan torpedo SUT.

Simak Video: Bantu Pencarian KRI Nanggala, Malaysia dan Singapura Kerahkan Kapal

[Gambas:Video 20detik]





"
